protein1,protein2,Label
6280.A0A0N4SZS1,6280.A0A0N4T5X3,1
425635.ENSCPGP00000011386,7918.ENSLOCP00000019146,0
37032.ENSSSUP00005012121,6335.A0A0V1L6F4,0
37003.ENSKMAP00000005410,37003.ENSKMAP00000029967,1
69004.A0A182Q9K7,69004.A0A182QMM3,1
425635.ENSCPGP00000009493,425635.ENSCPGP00000012232,1
37347.ENSTBEP00000007050,37347.ENSTBEP00000008079,1
8175.ENSSAUP00010010737,8175.ENSSAUP00010030736,1
8175.ENSSAUP00010001451,8175.ENSSAUP00010041364,1
8083.ENSXMAP00000008944,8083.ENSXMAP00000016706,1
1661398.A0A482VAT8,1661398.A0A482VL63,1
178035.A0A154P1V8,178035.A0A154PHJ0,1
13146.ENSMUNP00000009300,13146.ENSMUNP00000011139,1
56723.ENSLBEP00000023989,56723.ENSLBEP00000026848,1
38654.A0A1U8DAP7,6184.A0A430QHP3,0
118797.A0A340XQN6,12930.A0A0Q3X9B2,0
8081.ENSPREP00000028925,8081.ENSPREP00000030246,1
286419.ENSCAFP00020031805,38626.ENSPCIP00000034472,0
37293.ENSANAP00000015879,37293.ENSANAP00000042061,1
13146.ENSMUNP00000010646,13146.ENSMUNP00000022217,1
37347.ENSTBEP00000003099,37347.ENSTBEP00000006467,1
7868.ENSCMIP00000043343,8083.ENSXMAP00000020018,0
69293.ENSGACP00000011903,69293.ENSGACP00000020049,1
93934.ENSCJPP00005021233,93934.ENSCJPP00005027668,1
520822.A0A195B0L1,94237.ENSMMOP00000009655,0
62062.ENSHHUP00000015558,62062.ENSHHUP00000034595,1
310752.A0A383ZGP5,391180.A0A2Y9J244,0
8081.ENSPREP00000022382,8081.ENSPREP00000031967,1
52904.ENSSMAP00000002584,8083.ENSXMAP00000008301,0
39432.ENSSBOP00000002046,39432.ENSSBOP00000033025,1
178035.A0A154P1G3,178035.A0A154PDH7,1
40217.ENSJHYP00000003970,40217.ENSJHYP00000017093,1
308060.ENSARWP00000011578,6669.E9FVU8,0
118797.A0A340XXR2,13616.ENSMODP00000028230,0
143630.A0A402FDB5,143630.A0A402FGB6,1
13735.ENSPSIP00000011700,61383.ENSLCNP00005030709,0
333673.A0A3M0KHU8,61621.ENSRBIP00000033953,0
6211.A0A068YJF4,7868.ENSCMIP00000023554,0
30066.A0A182VGU1,6280.A0A0N4TIP2,0
40217.ENSJHYP00000001476,40217.ENSJHYP00000007500,1
244447.ENSCSEP00000013428,2587831.ENSTMTP00000013495,0
299123.ENSLSDP00000011672,8167.A0A484DKR7,0
61383.ENSLCNP00005007034,61383.ENSLCNP00005008280,1
38654.A0A1U7RD94,38654.A0A3Q0HJE8,1
310752.A0A383ZXH0,310752.A0A384BF96,1
286419.ENSCAFP00020000514,375764.ENSSORP00005026757,0
7159.Q16X95,8187.ENSLCAP00010052945,0
441366.ENSGWIP00000043399,48701.ENSPMEP00000022134,0
30538.ENSVPAP00000006108,38626.ENSPCIP00000041086,0
