protein1,protein2,Label
30538.ENSVPAP00000010337,30538.ENSVPAP00000011029,1
308060.ENSARWP00000018942,38654.A0A3Q0FSP7,0
1965070.A0A3S3S1F5,8083.ENSXMAP00000007892,0
1661398.A0A482VND7,1661398.A0A482WD61,1
36166.T1GJE8,36166.T1H7I6,1
1965070.A0A3S3PJL7,1965070.A0A3S3S992,1
37032.ENSSSUP00005014533,37032.ENSSSUP00005017147,1
7159.J9EAV1,7159.Q0IER5,1
47308.ENSNMLP00000002906,47308.ENSNMLP00000030116,1
37032.ENSSSUP00005003605,37032.ENSSSUP00005022370,1
375764.ENSSORP00005011859,375764.ENSSORP00005046349,1
283909.R7TI50,283909.R7U252,1
13146.ENSMUNP00000005315,13146.ENSMUNP00000013953,1
6188.A0A183QS26,6188.A0A183QZJ1,1
37293.ENSANAP00000038436,70415.A0A5S6QET0,0
6238.A8WIU9,69004.A0A182QG50,0
7398.A0A1B0AAC3,7398.A0A1B0AI90,1
61853.ENSNLEP00000025548,6205.A0A0R3X9N6,0
121845.A0A1S3CZX6,121845.A0A1S3DAN0,1
40217.ENSJHYP00000003602,40217.ENSJHYP00000019454,1
103695.ENSPVIP00000004806,103695.ENSPVIP00000024174,1
29073.ENSUMAP00000027496,299467.A0A443SLS0,0
6184.A0A430PWU5,6184.A0A430PXI7,1
7029.J9K0R8,7029.X1X0Y1,1
48269.A0A183LZE0,48709.A0A1D2NM49,0
36166.T1GNX7,36166.T1H6M8,1
29073.ENSUMAP00000010064,6238.B6IGJ8,0
48709.A0A1D2MY34,48709.A0A1D2NGH2,1
471704.A0A195DNA0,64176.ENSPMRP00000024339,0
118797.A0A340WJJ4,118797.A0A340Y9N4,1
6211.A0A068Y2V0,6211.A0A068YBH3,1
7234.B4GJ09,7234.B4GXP5,1
407821.A0A087UX88,48698.ENSPFOP00000013383,0
104421.E2AN99,70667.A0A183TBQ6,0
28743.ENSCVAP00000014629,28743.ENSCVAP00000031886,1
241587.ENSACOP00000003183,54126.A0A4X3PCC8,0
53468.A0A0R3U7K0,55661.A0A091GBK9,0
375764.ENSSORP00005003536,407821.A0A087UKV2,0
6277.A0A498SI01,6573.A0A210PNN5,0
400727.A0A2T7NEG3,400727.A0A2T7P6X8,1
241587.ENSACOP00000023797,96440.ENSSMRP00000010035,0
31234.E3LZY1,37546.A0A1B0G6Y3,0
62062.ENSHHUP00000023787,62062.ENSHHUP00000024626,1
6945.B7PH70,6945.B7PKR1,1
161767.ENSAPEP00000022178,161767.ENSAPEP00000033873,1
118797.A0A340WZI9,1561998.A0A1I7U455,0
53468.A0A0R3UNT4,8128.ENSONIP00000070271,0
103372.F4WG57,103827.A0A0N5CTD4,0
2015173.A0A026WC67,29172.A0A0D8XUD9,0
126957.T1JLX9,37546.A0A1B0FGF5,0
29139.ENSVURP00010032516,6945.B7PLC3,0
31246.A0A183NHE4,8128.ENSONIP00000024090,0
6313.A0A0K0D8C5,6313.A0A0K0DKM3,1
6182.Q5DDY5,64176.ENSPMRP00000026197,0
8030.ENSSSAP00000006110,8030.ENSSSAP00000026673,1
118797.A0A340XWP8,168631.A0A437ASY3,0
6335.A0A0V1KVU5,6335.A0A0V1KZP1,1
168631.A0A3S2LWE1,168631.A0A437B8F7,1
8154.ENSACLP00000012953,8154.ENSACLP00000026999,1
12957.A0A158NUK8,1503980.A0A261AE47,0
6265.A0A0B2VE91,6265.A0A0B2VT82,1
268474.A0A0V1MH96,6945.B7P1J3,0
121845.A0A3Q0INU5,53326.A0A016UUG7,0
