protein1,protein2,Label
121845.A0A1S3DR61,121845.A0A3Q0IP84,1
1503980.A0A261BNV7,283909.R7UEQ1,0
407821.A0A087SXU6,407821.A0A087U6L8,1
121845.A0A1S4EPT0,121845.A0A3Q0JG78,1
13347.A0A444SKV0,13347.A0A444T0Q3,1
45351.A7RQX4,45351.A7T9H5,1
6412.T1FSB4,6412.T1G9Q4,1
2018661.A0A2A2LPQ1,7719.ENSCINP00000036183,0
6335.A0A0V1LED0,6335.A0A0V1LP98,1
29170.A0A368G616,6832.A0A553PMM0,0
282301.A0A267FRI2,282301.A0A267GBJ4,1
947166.A0A1D1V1S7,947166.A0A1D1VJ41,1
121845.A0A1S3DQL2,46245.Q2M0C4,0
400682.A0A1X7VE34,6182.A0A4Z2DFZ1,0
400682.A0A1X7VS69,400682.A0A1X7VW51,1
13347.A0A444SHP0,13347.A0A444TEQ6,1
1503980.A0A261A1N7,48709.A0A1D2M7U0,0
31246.A0A183NY67,31246.A0A183PTL8,1
54126.H3E9U4,7240.B4Q6D9,0
13347.A0A444TR85,282301.A0A267F656,0
36166.T1GN13,36166.T1H0A0,1
2018661.A0A2A2KGQ7,2018661.A0A2A2LVY9,1
7764.ENSEBUP00000012633,7764.ENSEBUP00000024650,1
407821.A0A087SXU6,407821.A0A087TXU4,1
31246.A0A183NY67,6526.A0A2C9L888,0
282301.A0A267E6W3,282301.A0A267F5Q7,1
121224.E0V921,6238.A8Y3F8,0
31246.A0A183PN09,400682.A0A1X7U077,0
36166.T1GGT6,36166.T1H0A0,1
407821.A0A087SXU6,407821.A0A087UW85,1
7238.B4I5A2,7238.B4I5A5,1
2018661.A0A2A2JUE0,7238.B4HNZ8,0
407821.A0A087TT72,6188.A0A183QWC4,0
13347.A0A444SW01,6573.A0A210Q5F0,0
1503980.A0A261BNY9,7719.ENSCINP00000026721,0
283909.R7UM34,283909.R7URX3,1
6573.A0A210QN90,6573.A0A210QNN3,1
6526.A0A2C9KL67,6526.A0A2C9KSA2,1
407821.A0A087V0P7,7238.B4IIS3,0
7217.B3MM89,7238.B4I0X3,0
7764.ENSEBUP00000000177,7764.ENSEBUP00000016986,1
6184.A0A430QB31,6184.A0A430QQL8,1
2018661.A0A2A2J7P4,407821.A0A087UXA0,0
7227.FBpp0308792,7238.B4I4H0,0
1503980.A0A261AGG3,1503980.A0A261BGC5,1
947166.A0A1D1VHZ0,947166.A0A1D1VZN5,1
29172.A0A0D8X6I6,333673.A0A3M0K6L8,0
6186.A0A183KIY2,6186.A0A183L6D7,1
13347.A0A444SNE4,29172.A0A0D8YF96,0
7375.A0A0L0CAS9,7375.A0A0L0CQT8,1
70667.A0A183TNN5,70667.A0A3P7F569,1
13249.T1HM04,13249.T1I2A9,1
13347.A0A444SHP0,13347.A0A444SYK0,1
6669.E9HG23,6669.E9HXK9,1
283909.R7V275,6669.E9GXQ4,0
333673.A0A3M0IIK0,333673.A0A3M0KIC6,1
7764.ENSEBUP00000004650,7764.ENSEBUP00000024650,1
400682.A0A1X7VJW4,6412.T1FU27,0
53468.A0A0R3U731,6211.A0A068Y3Q7,0
282301.A0A267DGB5,7574.A0A2H4H0Y4,0
7764.ENSEBUP00000003981,7764.ENSEBUP00000012274,1
400682.A0A1X7US35,7029.J9K705,0
947166.A0A1D1UTB4,947166.A0A1D1VPX5,1
32264.T1JSD5,7240.B4R5L4,0
947166.A0A1D1UCQ5,947166.A0A1D1UMC9,1
13347.A0A444TKD8,13347.A0A444TLW9,1
6412.T1FQ99,6412.T1FUP2,1
282301.A0A267DJ65,282301.A0A267E4Z1,1
307972.A0A2G8KIF3,6313.A0A0K0D3T7,0
2018661.A0A2A2L5G2,2018661.A0A2A2LZS1,1
48269.A0A183MK76,6573.A0A210QS48,0
6205.A0A0R3X2Y8,7764.ENSEBUP00000015120,0
103372.F4WRS3,6186.A0A183JC79,0
283909.R7VFU7,407821.A0A087UZ75,0
7029.J9JY18,7029.X1WRE1,1
282301.A0A267E6W3,282301.A0A267G5I4,1
299467.A0A443SLX0,7217.B3MBU2,0
48269.A0A183MGK5,56216.A0A1A6H3I6,0
121845.A0A3Q0IKQ3,1965070.A0A3S3PFZ3,0
6832.A0A553P8F3,6832.A0A553P8L0,1
8030.ENSSSAP00000041132,8030.ENSSSAP00000054812,1
6184.A0A430QCH7,6184.A0A430QH64,1
79923.A0A3R7DBZ6,79923.A0A3R7GQ56,1
31246.A0A183NZ62,31246.A0A183P4C7,1
2018661.A0A2A2JU16,2018661.A0A2A2LR39,1
13146.ENSMUNP00000001686,135651.G0P6R6,0
46245.B5DMF4,7240.B4NSK4,0
104452.A0A0L7KRM1,1965070.A0A3S3PD63,0
37001.A0A1A9X5T0,407821.A0A087UDR2,0
31246.A0A183NZ62,31246.A0A183PQP5,1
268475.A0A0V1H4R8,268475.A0A0V1I9Q0,1
282301.A0A267FXY5,282301.A0A267GBJ4,1
135651.G0P190,7868.ENSCMIP00000010876,0
7217.B3MNS3,7238.B4I4L0,0
13347.A0A444TM81,61819.ENSACIP00000026978,0
6186.A0A183KTS5,7266.A0A3B0JKJ5,0
7168.A0A182N190,947166.A0A1D1VTX5,0
947166.A0A1D1V2U3,947166.A0A1D1VM59,1
13347.A0A444TNI8,520822.A0A195BAG5,0
334426.A0A158PEK8,334426.A0A158PFQ8,1
6526.A0A2C9L9N3,70415.A0A5S6Q2K7,0
121224.E0VXU3,77166.N6T055,0
79923.A0A419PSZ0,79923.A0A419QB72,1
32264.T1K9L0,6973.A0A2P8XUG5,0
121845.A0A1S4E7V6,6184.A0A430QFZ2,0
282301.A0A267DAJ0,282301.A0A267GBJ4,1
372326.A0A1V4KND2,61383.ENSLCNP00005009292,0
6945.B7PSI8,6945.B7PXV9,1
13347.A0A444SL24,37032.ENSSSUP00005012940,0
13249.T1HC22,7240.B4NT18,0
7217.A0A0P9BTJ6,7217.B3M1R4,1
31246.A0A183PP22,31246.A0A183Q7V5,1
13249.T1HKF7,282301.A0A267EQ18,0
37653.A0A0L8H6X4,37653.A0A0L8HQR5,1
31246.A0A183PIA8,947166.A0A1D1V7C9,0
53326.A0A016UJ88,6669.E9GDR8,0
113540.ENSSFOP00015009436,441894.ENSSCUP00000023908,0
