protein1,protein2,Label
7375.A0A0L0BWL4,7375.A0A0L0CKD7,1
1561998.A0A1I7UM48,6832.A0A553PH90,0
31246.A0A183PVL1,7764.ENSEBUP00000008662,0
135651.G0MZW5,135651.G0PHG9,1
56216.A0A1A6GT71,56216.A0A1A6I0T2,1
211598.ENSANIP00000014136,211598.ENSANIP00000026105,1
121224.E0VJK6,121224.E0VYU1,1
6183.A0A3Q0KGD8,6183.G4LX15,1
7238.B4IL48,7238.B4INF2,1
13347.A0A444T5L7,13347.A0A444TC38,1
333673.A0A3M0IIK0,333673.A0A3M0K7H9,1
400727.A0A2T7PKL8,400727.A0A2T7PT19,1
947166.A0A1D1UKE3,947166.A0A1D1VIA0,1
77166.N6T617,77166.U4UAE3,1
1661398.A0A482WE52,7574.A0A1S3J3K0,0
1965070.A0A3S3SEA6,28377.ENSACAP00000003678,0
135651.G0PMH3,135651.G0PNN1,1
400682.A0A1X7VLW6,7266.A0A3B0K247,0
29172.A0A0D8XEK5,29172.A0A0D8Y1Q4,1
70667.A0A183SU65,70667.A0A183TQE6,1
6188.A0A183QDI9,6188.A0A183RB46,1
283909.R7T444,61221.ENSVKKP00000018852,0
7260.B4MYL2,7260.B4NNM4,1
29172.A0A0D8X956,29172.A0A0D8XEI2,1
6832.A0A553PS89,8010.ENSELUP00000013509,0
283909.R7UK01,283909.R7UPY2,1
7029.J9JYZ8,7070.D6X428,0
46245.B5DL66,46245.Q29EQ2,1
400727.A0A2T7NQE5,400727.A0A2T7PA24,0
6183.A0A3Q0KVL9,6183.G4VS06,1
105785.A0A2J7PYV6,105785.A0A2J7QI43,1
53326.A0A016S3V9,53326.A0A016TG78,1
6198.A0A074ZP55,7244.B4LU35,0
13347.A0A444TGR9,225164.V4AUL9,0
38626.ENSPCIP00000003386,38626.ENSPCIP00000043382,1
400682.A0A1X7V120,7244.B4M2C7,0
407821.A0A087U391,7209.A0A1I7VFS1,0
13347.A0A444SC26,8030.ENSSSAP00000075542,0
168631.A0A3S2P068,96440.ENSSMRP00000025637,0
31246.A0A183NTK2,31246.A0A183PJC3,1
8030.ENSSSAP00000016654,93934.ENSCJPP00005005213,0
6280.A0A0N4TVG5,7260.B4N7H7,0
6832.A0A553N7Q0,6832.A0A553NFD4,1
105785.A0A2J7QX50,105785.A0A2J7RDM4,1
121224.E0VLG6,121224.E0VMN2,1
104421.E1ZWY4,7757.ENSPMAP00000008219,0
103695.ENSPVIP00000001968,283909.R7T5Q9,0
299467.A0A443SRB3,8010.ENSELUP00000010608,0
151549.A0A4C1SGY3,282301.A0A267G235,0
441366.ENSGWIP00000000918,7227.FBpp0074799,0
400727.A0A2T7P700,6239.Y56A3A.4a.1,0
6290.A0A158QM93,7029.J9M4K8,0
7764.ENSEBUP00000006620,7764.ENSEBUP00000025910,1
425635.ENSCPGP00000000002,7266.A0A3B0JTI2,0
38626.ENSPCIP00000042612,38626.ENSPCIP00000047941,1
168631.A0A3S2M2J0,70667.A0A183SSJ4,0
6573.A0A210PQ34,6573.A0A210QI88,1
6205.A0A0R3WIY4,6205.A0A0R3WMH6,1
13347.A0A444TH08,13347.A0A444TQW7,1
334426.A0A0R3P9T6,7234.B4GGA4,0
29170.A0A368FKY0,29170.A0A368G188,1
6335.A0A0V1LIH3,77166.N6UHR7,0
282301.A0A267G237,6412.T1G9F4,0
6184.A0A430QJ07,6526.A0A2C9L4Z3,0
7240.B4QAZ5,7240.B4QN00,1
31246.A0A183PJ08,7244.B4LKS9,0
13616.ENSMODP00000049743,77166.U4UF34,0
334426.A0A0R3PG68,334426.A0A158PHX6,1
6290.A0A0N4WY91,7238.B4HW99,0
113540.ENSSFOP00015075475,6205.A0A0R3X6S4,0
7739.C3Z8T6,7739.O47434,1
7227.FBpp0076232,7227.FBpp0080827,1
37653.A0A0L8G286,37653.A0A0L8H9V2,1
407821.A0A087TFQ1,407821.A0A087UVN0,1
1661398.A0A482VC28,1661398.A0A482VGJ2,1
121224.E0VQC4,121224.E0VV03,1
6188.A0A183QAB4,6188.A0A183S0R7,1
7574.A0A1S3K9M8,7998.ENSIPUP00000002079,0
7719.ENSCINP00000002446,8090.ENSORLP00000018537,0
1676925.ENSPKIP00000037378,37032.ENSSSUP00005033738,0
30464.ENSNPEP00000001001,6945.B7PU75,0
7234.B4H5Q7,8175.ENSSAUP00010058920,0
1561998.A0A1I7TWK3,610380.E2C1X5,0
299467.A0A443S5Q9,299467.A0A443SM61,1
37032.ENSSSUP00005034610,7222.B4JMJ0,0
400727.A0A2T7NFC9,400727.A0A2T7NSE8,1
126957.T1IN01,126957.T1J460,1
143630.A0A402ESV5,143630.A0A402F7C7,1
53468.A0A3P6I117,947166.A0A1D1VN11,0
195883.A0A482XV33,6188.A0A183QRY1,0
1965070.A0A3S3P5Z9,80966.ENSAPOP00000005130,0
400682.A0A1X7U0R7,400682.A0A1X7V9R8,1
1611254.A0A2G5T7A9,1611254.A0A2G5V896,1
