protein1,protein2,Label
8030.ENSSSAP00000018177,8030.ENSSSAP00000052427,1
307959.ENSSRHP00000077264,6973.A0A2P8XJH6,0
105785.A0A2J7PMJ7,6277.A0A498SHT3,0
121845.A0A1S3DH47,121845.A0A3Q0JN59,1
7950.ENSCHAP00000006537,7950.ENSCHAP00000052046,1
6205.A0A0R3X047,6205.A0A0R3X0I3,1
37347.ENSTBEP00000007397,37347.ENSTBEP00000014581,1
6184.A0A430QL80,6184.A0A430QQF0,1
2018661.A0A2A2JK23,2018661.A0A2A2KLG9,1
6183.A0A3Q0KFK8,6183.G4LX43,1
61221.ENSVKKP00000017109,61221.ENSVKKP00000025560,1
13146.ENSMUNP00000011618,13146.ENSMUNP00000012761,1
77166.J3JWD5,77166.U4UK90,1
77166.J3JYI1,77166.U4U2X7,1
104452.A0A0L7LVI9,308060.ENSARWP00000018591,0
29172.A0A0D8XL17,7998.ENSIPUP00000036384,0
70415.A0A5S6QS41,70415.A0A5S6R6E8,1
37347.ENSTBEP00000004242,7998.ENSIPUP00000002337,0
400682.A0A1X7V1J6,400682.A0A1X7VD82,1
56216.A0A1A6GZ52,56216.A0A1A6H2I3,1
400682.A0A1X7V149,400682.A0A1X7VQF5,1
113540.ENSSFOP00015048096,1676925.ENSPKIP00000024471,0
211598.ENSANIP00000004354,211598.ENSANIP00000018730,1
375764.ENSSORP00005021029,375764.ENSSORP00005027447,1
103827.A0A0N5CWL0,28377.ENSACAP00000021684,0
1503980.A0A260ZQP6,1503980.A0A261APD1,1
127582.A0A2Y9G0E7,31234.E3LW91,0
47308.ENSNMLP00000020968,47308.ENSNMLP00000033509,1
6526.A0A2C9L7K3,7395.A0A1A9VKX4,0
6188.A0A183QZC3,6188.A0A183S574,1
244447.ENSCSEP00000018533,244447.ENSCSEP00000022589,1
7764.ENSEBUP00000006022,7764.ENSEBUP00000010536,1
310752.A0A383YQS3,77166.J3JXD9,0
143630.A0A402EJ78,6412.T1G4B6,0
45351.A7T039,45351.A7TCX7,1
333673.A0A3M0J6B1,7918.ENSLOCP00000012444,0
32264.T1JYT6,61221.ENSVKKP00000024150,0
2018661.A0A2A2LYI8,6573.A0A210QR03,0
72004.ENSBMUP00000025382,7764.ENSEBUP00000012789,0
13146.ENSMUNP00000009315,13146.ENSMUNP00000020655,1
7266.A0A3B0JC07,947166.A0A1D1VER8,0
6526.A0A2C9LMM4,94128.A0A2A3E4J4,0
93934.ENSCJPP00005003109,93934.ENSCJPP00005004821,1
105785.A0A2J7PG52,105785.A0A2J7QR38,1
8030.ENSSSAP00000000002,8030.ENSSSAP00000053075,1
6182.A0A4Z2D6Q5,6412.T1G2C6,0
1676925.ENSPKIP00000037031,31234.E3N6Q3,0
7868.ENSCMIP00000007052,80972.ENSAOCP00000000924,0
2015173.A0A026WTY8,283909.R7V410,0
225164.V4BKJ3,29172.A0A0D8XF74,0
29073.ENSUMAP00000021131,7240.B4QRX6,0
52904.ENSSMAP00000034975,6945.B7Q904,0
6945.B7P217,6945.Q4PM37,1
136037.A0A067QWU5,143630.A0A402EBT6,0
37032.ENSSSUP00005010332,37032.ENSSSUP00005021868,1
30538.ENSVPAP00000009778,7240.B4R6Q0,0
7238.B4HF70,7238.B4HQ18,1
6185.A0A095B341,6185.A0A095C559,1
7209.A0A1I7V5A3,7209.A0A1I7VAH5,1
104452.A0A0L7KVF0,46731.A0A3M6THJ6,0
8175.ENSSAUP00010040010,8175.ENSSAUP00010044715,1
28743.ENSCVAP00000003899,6183.A0A3Q0KBD5,0
1611254.A0A2G5UR99,8153.ENSHBUP00000009489,0
118797.A0A340YC70,6186.A0A183KMD8,0
8030.ENSSSAP00000018143,8030.ENSSSAP00000113801,1
6239.F58G11.6.1,7029.J9JX46,0
400682.A0A1X7UQX0,7375.A0A0L0C6V1,0
151549.A0A4C1W2J9,151549.A0A4C1Y0J1,1
32507.ENSNBRP00000026231,37546.A0A1B0GC91,0
30464.ENSNPEP00000016683,8078.ENSFHEP00000022184,0
37347.ENSTBEP00000002060,37347.ENSTBEP00000002695,1
135651.G0NKP4,135651.G0PCF6,1
6573.A0A210QQ73,6573.A0A210QV90,1
64176.ENSPMRP00000010764,64176.ENSPMRP00000025446,1
7868.ENSCMIP00000031637,7868.ENSCMIP00000049117,1
13146.ENSMUNP00000008395,13146.ENSMUNP00000022443,1
7227.FBpp0078962,7227.FBpp0080628,1
1611254.A0A2G5VKB6,299321.ENSDCDP00000032651,0
407821.A0A087U9U5,6669.E9H406,0
103695.ENSPVIP00000001374,6689.A0A3R7PRK1,0
137246.A0A401TW93,6239.F35H10.7a.2,0
37653.A0A0L8GLK3,7668.W4Y8D4,0
161767.ENSAPEP00000028705,7897.ENSLACP00000011690,0
30732.ENSOMEP00000009157,30732.ENSOMEP00000026256,1
2489341.ENSSHBP00005003537,283909.R7UWM4,0
