protein1,protein2,Label
121845.A0A1S3DGC2,121845.A0A1S4EJP8,1
29170.A0A368H4H2,7232.A0A484B345,0
103695.ENSPVIP00000033546,1611254.A0A2G5VLZ0,0
32264.T1K8B9,32264.T1KGC0,1
118797.A0A340XDV1,118797.A0A340YB81,1
6188.A0A183QH91,6188.A0A183REP0,1
77166.N6UFB7,77166.U4U3F7,1
30019.A0A0M3QTQ2,30019.A0A0M4EER5,1
6188.A0A183QS68,6188.A0A183QY96,1
13347.A0A444SDE9,13347.A0A444TRZ5,1
8010.ENSELUP00000004284,8010.ENSELUP00000027452,1
282301.A0A267FA06,282301.A0A267GXA4,1
334426.A0A0R3PVP1,334426.A0A158PM67,1
7232.A0A484BAN3,7232.A0A484BQS8,1
32264.T1KBY4,8081.ENSPREP00000006860,0
13347.A0A444TB53,7238.B4I396,0
2018661.A0A2A2J2T1,2018661.A0A2A2KUG0,1
244447.ENSCSEP00000028218,407821.A0A087SVX1,0
31234.E3LS81,31234.E3MG97,1
70415.A0A5S6QIB7,70415.A0A5S6R268,1
7764.ENSEBUP00000002395,7764.ENSEBUP00000012666,1
7240.B4QRF5,947166.A0A1D1V2W5,0
143630.A0A402EHF4,143630.A0A402F5D7,1
947166.A0A1C9ZRL2,947166.A0A1D1W7X0,1
37032.ENSSSUP00005016979,6313.A0A0K0DAA9,0
32264.T1K003,32264.T1KNG8,1
144512.A0A0V0TB99,241587.ENSACOP00000019509,0
135651.G0MRB8,135651.G0MV65,1
29073.ENSUMAP00000017869,947166.A0A1D1VWP8,0
282301.A0A1I8HUC8,282301.A0A267EJB3,1
77166.U4U3W4,77166.U4UGC6,1
6216.A0A0R3SFK4,6216.A0A0R3SKQ7,1
400682.A0A1X7UG41,7091.H9IZP6,0
1965070.A0A3S3P7X0,37003.ENSKMAP00000006557,0
1611254.A0A2G5TN07,1611254.A0A2G5UF16,1
126957.T1JLP5,194338.ENSACUP00000008462,0
32264.T1KMG7,7222.B4JU71,0
135651.G0PH33,6832.A0A553NCY4,0
7222.B4J641,8022.A0A060WKX6,0
400682.A0A1X7ULH6,400682.A0A1X7V6N4,1
13347.A0A444SBP5,400727.A0A2T7PBF0,0
136037.A0A067QVU3,31246.A0A183Q0P6,0
8022.A0A060ZGS2,8022.A0A060ZPQ1,1
6184.A0A430PWU5,6184.A0A430QJW7,1
7091.H9IZY8,7091.H9J179,1
1661398.A0A482VGW0,8083.ENSXMAP00000039056,0
2018661.A0A2A2LM43,6945.B7Q634,0
104452.A0A0L7L7Q0,283909.R7V158,0
104452.A0A0L7LN81,400682.A0A1X7U5K2,0
6188.A0A183QVG3,7227.FBpp0080322,0
37032.ENSSSUP00005006558,7574.A0A1S3HL20,0
29170.A0A368EWM9,96440.ENSSMRP00000008266,0
947166.A0A1C9ZP12,947166.A0A1D1UQS3,1
70667.A0A3P7EPC8,7764.ENSEBUP00000018671,0
318479.A0A0N4UIL3,318479.A0A158Q6F8,1
6185.A0A094ZNR2,7574.A0A1S3IWN1,0
7238.B4IGE8,7238.B4INF2,1
70667.A0A183SH51,70667.A0A183SYX9,1
6832.A0A553P6S9,6832.A0A553PH90,1
225164.V4CH20,6832.A0A553NFC1,0
46835.A0A504YIN8,46835.A0A504YJL7,1
30019.A0A0M4ERV3,93934.ENSCJPP00005006336,0
53326.A0A016STA6,7240.B4NT19,0
30521.ENSBGRP00000012577,6182.A0A4Z2D3W6,0
6188.A0A183QNM9,6188.A0A183QWP9,1
2018661.A0A2A2JBR4,6184.A0A430QCQ6,0
13249.T1HHL8,32264.T1K7Z9,0
195883.A0A482WJN2,195883.A0A482WTN2,1
37032.ENSSSUP00005018088,400727.A0A2T7PVN9,0
126957.T1IZS8,7244.B4M8C3,0
70667.A0A183TRP4,70667.A0A3P7D2T7,1
48709.A0A1D2MWV6,48709.A0A1D2N6C7,1
6832.A0A553NCB4,6832.A0A553NEF8,1
48709.A0A1D2MX45,48709.A0A1D2N8Z0,1
407821.A0A087TWE1,407821.A0A087ULR3,1
7764.ENSEBUP00000003700,7764.ENSEBUP00000010446,1
7029.J9JMY0,7029.J9JN01,1
1661398.A0A482V7C6,2018661.A0A2A2LQJ3,0
103372.F4W4Z6,407821.A0A087TJ13,0
7070.D6WXF5,7240.B4Q6R6,0
31246.A0A183PQY3,38626.ENSPCIP00000032498,0
38626.ENSPCIP00000048632,48709.A0A1D2MSK8,0
121224.E0VQW2,6182.A0A4Z2DFZ1,0
6945.B7Q5R1,6945.B7QGJ1,1
282301.A0A267EIU9,8022.A0A060ZPQ1,0
6973.A0A2P8Y5H9,6973.A0A2P8YHH5,1
947166.A0A1D1UN05,947166.A0A1D1VYK0,1
13347.A0A444SZQ3,13347.A0A444TS17,1
1965070.A0A3S3PJ70,333673.A0A3M0KWH4,0
103827.A0A158RD39,70667.A0A3P7CWS6,0
13347.A0A444T6C5,7266.A0A3B0JKJ5,0
77166.N6TE21,77166.U4U7S8,1
37653.A0A0L8GMZ3,37653.A0A0L8HRT6,1
151549.A0A4C1TTY4,151549.A0A4C1UGM6,1
6412.T1EHY8,6412.T1G762,1
13249.T1HAX0,7950.ENSCHAP00000047683,0
126957.T1J3P2,6277.A0A498SKA0,0
31246.A0A183NRX0,6412.T1EY49,0
7227.FBpp0080879,7227.FBpp0088810,1
400682.A0A1X7TPE7,400682.A0A1X7VK78,1
7764.ENSEBUP00000006655,7764.ENSEBUP00000018263,1
6265.A0A0B2VB81,6265.A0A0B2VB97,1
32264.T1KTF5,32264.T1L4W6,1
30732.ENSOMEP00000023542,6573.A0A210QDT1,0
29139.ENSVURP00010011208,29139.ENSVURP00010013528,1
947166.A0A1D1UQS3,947166.A0A1D1VGR8,1
7764.ENSEBUP00000005359,7764.ENSEBUP00000021069,1
1965070.A0A3S3RTY6,1965070.A0A443QIN8,1
105785.A0A2J7PN18,168631.A0A3S2NQL6,0
48709.A0A1D2MU67,48709.A0A1D2NI37,1
6188.A0A183QDR7,6188.A0A183R654,1
37653.A0A0L8FHW6,37653.A0A0L8G494,1
6277.A0A498SDA4,7217.B3M9S9,0
37653.A0A0L8G0T5,37653.A0A0L8IC70,1
7240.B4NS63,7240.B4QWY1,1
151549.A0A4C1VDU2,7764.ENSEBUP00000011062,0
1503980.A0A261C202,1503980.A0A261CEB1,1
6526.A0A2C9JQ18,6526.A0A2C9LUN9,1
947166.A0A1D1UCG4,947166.A0A1D1UU13,1
947166.A0A1D1V2Q3,947166.A0A1D1V6K2,1
105785.A0A2J7PWN7,105785.A0A2J7QJ66,1
400682.A0A1X7VLP7,400682.A0A1X7VTZ0,1
400682.A0A1X7VCI3,7070.D7EHU8,0
64176.ENSPMRP00000000018,64176.ENSPMRP00000033608,1
121224.E0VM06,121224.E0VRU2,1
13347.A0A444TT26,6182.A0A4Z2CU66,0
178035.A0A154P1C2,178035.A0A154PJV6,1
333673.A0A3M0K2D8,7240.B4NU25,0
143630.A0A402FUX4,36166.T1GN14,0
121224.E0VP01,62062.ENSHHUP00000026740,0
1611254.A0A2G5UXR4,53326.A0A016W8B2,0
13616.ENSMODP00000008916,7868.ENSCMIP00000002119,0
299467.A0A443SCB1,299467.A0A443SNE7,1
6188.A0A183QK55,6188.A0A183R443,1
104452.A0A0L7LSY9,135651.G0M991,0
400682.A0A1X7UQA4,70667.A0A183THR9,0
407821.A0A087UIS8,6186.A0A183L6G1,0
62062.ENSHHUP00000023627,6832.A0A553P7H7,0
7070.D2A571,7070.D6WLD8,1
7574.A0A1S3H0A7,7574.A0A1S3HL63,1
118797.A0A340XVH9,375764.ENSSORP00005015619,0
46245.Q2M0E1,7029.J9JUI6,0
6188.A0A183RE76,64176.ENSPMRP00000005073,0
36166.T1H6R1,400727.A0A2T7NVG4,0
40217.ENSJHYP00000003519,7764.ENSEBUP00000025111,0
7217.B3LVD1,7764.ENSEBUP00000000636,0
137246.A0A401RK68,307972.A0A2G8K815,0
1965070.A0A3S3NXH3,32264.T1KDE4,0
38626.ENSPCIP00000018828,8175.ENSSAUP00010020582,0
48269.A0A183MRB6,6945.B7PEW1,0
31234.E3LMG5,31234.E3NX00,1
13347.A0A444SFE6,210632.ENSPRNP00000031225,0
195883.A0A482WGK2,6188.A0A183RCD3,0
1503980.A0A261BNV7,64176.ENSPMRP00000021239,0
6188.A0A183RET6,6188.A0A183RF59,1
7029.C4WUF8,7029.C4WXP1,1
103695.ENSPVIP00000000335,151549.A0A4C1Z4E7,0
400727.A0A2T7PQX4,61819.ENSACIP00000027951,0
