protein1,protein2,Label
1611254.A0A2G5SG39,1611254.A0A2G5UVU3,1
28377.ENSACAP00000017012,6248.A0A0K0ETG9,0
391180.A0A2Y9JZT0,6188.A0A183QMG0,0
8022.A0A060W2P7,8022.A0A060YM09,1
61819.ENSACIP00000004440,61819.ENSACIP00000017159,1
52670.A0A2I4BXB0,52670.A0A2I4C9P5,1
7091.H9J597,7091.H9JD94,1
29172.A0A0D8Y0R3,29172.A0A0D8YAF5,1
37546.A0A1B0FPP2,37546.A0A1B0G0E6,1
6412.T1EH99,6412.T1G9J7,1
334426.A0A0R3PG53,334426.A0A0R3PGP1,1
29170.A0A368GK24,29170.A0A368GWJ7,1
6186.A0A183JGN1,6186.A0A183JJY1,1
37032.ENSSSUP00005023359,37032.ENSSSUP00005023560,1
136037.A0A067R651,79684.ENSMOCP00000027319,0
144512.A0A0V0TXQ6,1965070.A0A443RB67,0
210632.ENSPRNP00000027680,210632.ENSPRNP00000052187,1
37003.ENSKMAP00000004440,96440.ENSSMRP00000027890,0
143630.A0A402F8M4,143630.A0A402G643,1
6412.T1FSS9,6412.T1G9N0,1
7574.A0A1S3HUG4,7574.A0A1S3JQ95,1
102285.A0A0R3TJX4,56216.A0A1A6GNB9,0
55544.A0A4D9E3J7,55544.A0A4D9E6T1,1
8005.ENSEEEP00000008739,8005.ENSEEEP00000019933,1
7209.A0A1I7VSJ5,8167.A0A484D4X1,0
225164.V3ZTE0,225164.V4AIW5,1
128390.A0A091UZY3,210632.ENSPRNP00000042123,0
93934.ENSCJPP00005002436,93934.ENSCJPP00005022293,1
104452.A0A0L7L7B2,990121.A0A0V1A9E9,0
2018661.A0A2A2KS31,2018661.A0A2A2L0S4,1
597456.A0A0L7QPF5,597456.A0A0L7R319,1
46245.Q296B8,46245.Q29MR4,1
1841481.ENSSLDP00000014136,77166.J3JTG5,0
102285.A0A0R3TA06,61621.ENSRBIP00000003187,0
8187.ENSLCAP00010020499,8187.ENSLCAP00010029594,1
118797.A0A340Y8P9,310752.A0A384A8A5,0
333673.A0A3M0JW77,6277.A0A498S3C6,0
6239.W02D7.7.1,7176.B0X0A0,0
391180.A0A2Y9JJP6,7159.Q17CL6,0
300112.A0A4S2KDQ5,300112.A0A4V3SCB6,1
178035.A0A154NW96,7227.FBpp0310472,0
13616.ENSMODP00000033729,8081.ENSPREP00000003387,0
400727.A0A2T7P5E9,400727.A0A2T7PFM1,1
7217.B3LV27,7217.B3MGM4,1
61383.ENSLCNP00005010980,61383.ENSLCNP00005027743,1
61853.ENSNLEP00000034721,8005.ENSEEEP00000016464,0
7217.B3MRW1,7994.ENSAMXP00000033457,0
6280.A0A0N4TKV6,7240.B4QVC0,0
13616.ENSMODP00000051158,308060.ENSARWP00000011802,0
55661.A0A091GIR5,94128.A0A2A3ETN3,0
400682.A0A1X7USW0,6279.A0A0J9XV97,0
7168.A0A182NNH5,990121.A0A0V0ZER6,0
210632.ENSPRNP00000001932,210632.ENSPRNP00000048042,1
61853.ENSNLEP00000047682,6689.A0A3R7QMR5,0
61383.ENSLCNP00005002375,61383.ENSLCNP00005026837,1
1661398.A0A482VBJ6,44394.ENSZALP00000003199,0
46731.A0A3M6UJ77,46731.A0A3M6UTF4,1
7998.ENSIPUP00000006809,7998.ENSIPUP00000022626,1
7460.A0A088A4G7,7460.A0A088AGW9,1
28743.ENSCVAP00000002402,7176.B0WLZ0,0
211598.ENSANIP00000009270,211598.ENSANIP00000013794,1
30538.ENSVPAP00000006540,441894.ENSSCUP00000006212,0
178035.A0A154PLQ8,7238.B4HS55,0
137246.A0A401RRL2,8022.A0A060Z1P2,0
282301.A0A267EWI4,282301.A0A267G6Y3,1
6669.E9HUJ5,7897.ENSLACP00000008615,0
2587831.ENSTMTP00000013752,425635.ENSCPGP00000003399,0
8078.ENSFHEP00000007488,8078.ENSFHEP00000032979,1
136037.A0A067RER6,7398.A0A1A9ZZQ2,0
143630.A0A402F9A2,30608.ENSMICP00000050876,0
6216.A0A0R3SMG8,6216.A0A0R3SS24,1
8175.ENSSAUP00010016234,8175.ENSSAUP00010027032,1
318479.A0A0N4U974,318479.A0A0N4UC71,1
31234.E3LFF0,31234.E3LZF9,1
7574.A0A1S3I974,7574.A0A1S3K448,1
