protein1,protein2,Label
77166.U4UCB6,77166.U4UUZ1,1
307972.A0A2G8KFM2,7994.ENSAMXP00000046696,0
8022.A0A060X998,8022.C1BHI8,1
6412.T1FQB5,6412.T1G0R7,1
391180.A0A2Y9IW14,53326.A0A016STX5,0
55544.A0A4D9DZR6,7739.C3YF60,0
6412.T1FQB5,6412.T1FX82,1
69293.ENSGACP00000020790,6945.B7PRJ7,0
103372.F4WQV6,61383.ENSLCNP00005006332,0
6412.T1FQB5,6412.T1G0U0,1
6216.A0A0R3SUB8,7240.B4QI88,0
62062.ENSHHUP00000078514,425635.ENSCPGP00000021219,0
286419.ENSCAFP00020029985,947166.A0A1D1VEC8,0
1611254.A0A2G5TGW3,30464.ENSNPEP00000001570,0
45351.A7RXS8,7994.ENSAMXP00000042025,0
36166.T1GLY0,36166.T1H6P5,1
103827.A0A0N5CU50,300112.A0A4S2L5V3,0
61221.ENSVKKP00000006491,61221.ENSVKKP00000023455,1
104452.A0A0L7KP92,104452.A0A0L7KW19,1
201502.A0A1A9XDS7,201502.A0A1A9YMH1,1
6279.A0A0H5S3R5,6279.A8PB32,1
13347.A0A444TLS5,56216.A0A1A6H4X4,0
104452.A0A0L7KPM9,104452.A0A0L7KW19,1
6238.Q8MUK3,79684.ENSMOCP00000001344,0
7176.B0WCZ2,7176.B0WUQ2,1
113540.ENSSFOP00015074220,7719.ENSCINP00000031251,0
6689.A0A3R7P7Z9,7222.B4J6Q5,0
7868.ENSCMIP00000003944,7868.ENSCMIP00000034303,1
1561998.A0A1I7USQ9,1561998.A0A1I7UXW5,1
7918.ENSLOCP00000016685,7918.ENSLOCP00000021021,1
53468.A0A0R3UD62,53468.A0A3P6GSH9,1
6184.A0A430PYZ9,6184.A0A430Q6G9,1
102285.A0A0R3TCJ1,7244.B4LNN4,0
6184.A0A430Q6G9,6184.A0A430QMH3,1
31234.E3LMV1,31234.E3N9Y9,1
7574.A0A1S3HG83,7574.A0A1S3IG10,1
282301.A0A267DWV9,38654.A0A1U7RPR7,0
104452.A0A0L7KW19,104452.A0A0L7LI92,1
6832.A0A553NS83,6832.A0A553P2X7,1
29073.ENSUMAP00000030844,46245.Q29AP1,0
6832.A0A553P4E0,6832.A0A553PB13,1
48701.ENSPMEP00000030663,70415.A0A5S6Q210,0
7091.H9IUC2,7918.ENSLOCP00000019146,0
2018661.A0A2A2JBI7,2018661.A0A2A2LHM3,1
118797.A0A340XG57,37653.A0A0L8GPB0,0
40217.ENSJHYP00000009501,7240.B4Q6P0,0
