protein1,protein2,Label
151549.A0A4C1VGR0,151549.A0A4C1W485,1
93934.ENSCJPP00005001937,93934.ENSCJPP00005006496,1
136037.A0A067RAK7,13616.ENSMODP00000045960,0
318479.A0A0N4UKI1,334426.A0A0R3PE91,0
299467.A0A443SMS6,299467.A0A443SN62,1
104421.E2AAE5,7764.ENSEBUP00000016971,0
7574.A0A1S3ISA7,7574.A0A1S3JG30,1
7029.C4WV88,7764.ENSEBUP00000013994,0
7168.A0A182MY11,7168.A0A182NN93,1
6184.A0A430Q9P9,6184.A0A430QDQ3,1
64144.ENSATEP00000016785,947166.A0A1D1UI23,0
1965070.A0A3S3PR11,46731.A0A3M6URH5,0
1965070.A0A3S3PJZ4,1965070.A0A443RLK5,1
7868.ENSCMIP00000000015,7868.ENSCMIP00000004712,1
1503980.A0A260ZJU4,6188.A0A183QN84,0
31246.A0A183NJM2,6526.A0A2C9L0G2,0
1965070.A0A3S3PQ27,1965070.A0A443QMA2,1
947166.A0A1D1UW66,947166.A0A1D1V0F8,1
38654.A0A1U7S4E4,38654.A0A3Q0H7E3,1
1503980.A0A261C202,48709.A0A1D2MUQ3,0
37653.A0A0L8GDZ5,400727.A0A2T7P2T2,0
6573.A0A210PM45,6573.A0A210PWF8,1
151549.A0A4C1UFT4,151549.A0A4C1UGM6,1
282301.A0A1I8G436,282301.A0A267FWM7,1
299467.A0A443SEB2,7764.ENSEBUP00000018803,0
46245.A0A0R3NUI6,6689.A0A423SIS4,0
29172.A0A0D8Y1Q4,6184.A0A430Q6N8,0
282301.A0A267GRT1,6186.A0A183KGJ6,0
282301.A0A267DKM6,282301.A0A267GCP7,1
947166.A0A1D1UUP5,947166.A0A1D1W0A8,1
282301.A0A267EFP8,282301.A0A267G3K9,1
7574.A0A1S3JUW9,7574.A0A2H4H0Y5,1
282301.A0A267F4Z1,425635.ENSCPGP00000000002,0
6265.A0A0B2VB97,6265.A0A0B2W4V4,1
299467.A0A443SB24,299467.A0A443SHV1,1
1611254.A0A2G5V4Q2,1611254.A0A2G5V668,1
7764.ENSEBUP00000001822,7764.ENSEBUP00000014065,1
48269.A0A183LK45,6238.A8WWV2,0
299467.A0A443SA80,299467.A0A443SM81,1
1503980.A0A261BY24,283909.R7TLF8,0
6973.A0A2P8YHD2,6973.A0A2P8Z6D1,1
7029.J9K1F3,7029.X1WID0,1
400682.A0A1X7VLB1,400682.A0A1X7VVR6,1
151549.A0A4C1W8R6,151549.A0A4C1X1Y7,1
