protein1,protein2,Label
1965070.A0A3S4QND8,1965070.A0A443R3I8,1
6183.G4V9P7,6573.A0A210R014,0
7260.B4NCD7,7266.A0A3B0JAW1,0
282301.A0A267DWN1,282301.A0A267FFC3,1
6188.A0A183R8U8,6188.A0A183RG83,1
105785.A0A2J7PR82,105785.A0A2J7R3E2,1
13347.A0A444TQ55,13347.A0A444TSB3,1
126957.T1IXP7,126957.T1JH63,1
1661398.A0A482VET4,1661398.A0A482VWA6,1
48709.A0A1D2MBG3,48709.A0A1D2N9R5,1
7757.ENSPMAP00000011432,7757.ENSPMAP00000011440,1
6239.F11A3.2a.1,6239.ZK1098.4.1,1
6412.T1FKN3,6412.T1G337,1
299467.A0A443SP53,299467.A0A443SSI3,1
6239.F37E3.1.1,6526.A0A2C9LCI0,0
48701.ENSPMEP00000001750,7266.A0A3B0KHI7,0
6184.A0A430Q1A0,6184.A0A430Q1F2,1
121224.E0VEU7,400682.A0A1X7UEY6,0
407821.A0A087TGA6,407821.A0A087UQ63,1
947166.A0A1D1URJ0,947166.A0A1D1VHB7,1
103695.ENSPVIP00000022091,103695.ENSPVIP00000034086,1
400682.A0A1X7V5J4,47308.ENSNMLP00000023994,0
77166.U4TV50,77166.U4UQK2,1
13347.A0A444SUE9,13347.A0A444TLJ3,1
103827.A0A0N5DA53,1561998.A0A1I7TSQ2,0
6188.A0A183QFV6,6188.A0A183QK74,1
7757.ENSPMAP00000004499,94237.ENSMMOP00000006516,0
121845.A0A1S3DN71,121845.A0A1S3DRF3,1
299467.A0A443SMC2,6832.A0A553NU55,0
77166.U4UJ62,77166.U4UUF9,1
1965070.A0A3S3Q3H5,1965070.A0A443QSY4,1
37653.A0A0L8G919,37653.A0A0L8HKY9,1
103695.ENSPVIP00000001815,47308.ENSNMLP00000006397,0
143630.A0A402F4J3,77166.N6U9N4,0
7266.A0A3B0JT07,7266.A0A3B0K4N5,1
307972.A0A2G8KGB9,38772.ENSGAGP00000000052,0
1503980.A0A261CER3,400682.A0A1X7UQG1,0
1561998.A0A1I7TEZ4,31246.A0A183NK10,0
299321.ENSDCDP00000006460,7070.D6X364,0
